,user_id,age,gender,current_role,years_of_experience,current_industry,previous_roles,key_skills,certifications,desired_role,preferred_industry,short_term_goal,long_term_goal,learning_style,time_available_per_week,motivation_level,recommended_skills,gender_encoded,learning_style_encoded,current_role_encoded,current_industry_encoded,previous_roles_encoded,desired_role_encoded,preferred_industry_encoded,short_term_encoded,long_term_encoded,key_skills_encoded,recommended_skills_encoded,certifications_encoded,certifications_imputed,recommended_skills_imputed,key_skills_imputed,long_term_imputed,short_term_imputed,desired_role_imputed,previous_roles_imputed,current_industry_imputed,current_role_imputed,preferred_industry_imputed
338,339,41,Female,Content Writer,15.2,Marketing,"Software Engineer, HR Manager, Entrepreneur","Python, Data Analysis, Leadership, Java",PMP,Data Scientist,IT,Upskilling,Entrepreneurship,Reading,18,7,Python,0,2.0,487,609,12,615,622,1033,1006,3,179,115.0,115.0,179.0,3.0,1006.0,1033.0,615.0,12.0,609.0,487.0,622.0
339,340,34,Male,Software Engineer,6.3,Education,Marketing Specialist,"SEO, Leadership",,Data Scientist,Healthcare,Role Switch,Entrepreneurship,Reading,9,8,"Cloud Computing, Data Analysis, Project Management",1,2.0,466,577,174,615,583,961,1006,21,7,,71.79954441913439,7.0,21.0,1006.0,961.0,615.0,174.0,577.0,466.0,583.0
340,341,41,Male,Software Engineer,7.1,Marketing,"Entrepreneur, Content Writer, Marketing Specialist","Data Analysis, Project Management, SEO",PMP,Project Manager,Healthcare,Role Switch,Expertise,Hands-on,10,9,Python,1,1.0,466,609,7,640,583,961,1002,6,179,115.0,115.0,179.0,6.0,1002.0,961.0,640.0,7.0,609.0,466.0,583.0
341,342,51,Male,HR Manager,3.1,Marketing,Content Writer,"Python, Project Management, SEO, Java","Google Analytics, Scrum Master",Project Manager,IT,Role Switch,Leadership,Hands-on,21,5,"Java, Data Analysis, Leadership",1,1.0,475,609,178,640,622,961,992,2,4,47.0,47.0,4.0,2.0,992.0,961.0,640.0,178.0,609.0,475.0,622.0
342,343,47,Female,Marketing Specialist,6.8,Marketing,Content Writer,"Leadership, Project Management, Data Analysis","Scrum Master, AWS Certified, PMP",Data Scientist,IT,Role Switch,Entrepreneurship,Hands-on,22,1,"Data Analysis, Cloud Computing, Java",0,1.0,539,609,178,615,622,961,1006,5,6,29.0,29.0,6.0,5.0,1006.0,961.0,615.0,178.0,609.0,539.0,622.0
343,344,31,Male,HR Manager,3.0,Finance,Marketing Specialist,"SEO, Leadership, Cloud Computing, Project Management","PMP, Scrum Master, Google Analytics",Business Consultant,Marketing,Promotion,Leadership,Reading,22,6,"Python, Data Analysis, Java",1,2.0,475,593,174,576,647,1006,992,4,9,23.0,23.0,9.0,4.0,992.0,1006.0,576.0,174.0,593.0,475.0,647.0
344,345,50,Male,Content Writer,12.5,IT,HR Manager,"Project Management, Leadership, Python, SEO",AWS Certified,Team Lead,Healthcare,Upskilling,Leadership,Collaborative,23,5,Java,1,0.0,487,611,202,557,583,1033,992,3,127,155.0,155.0,127.0,3.0,992.0,1033.0,557.0,202.0,611.0,487.0,583.0
345,346,41,Female,Content Writer,5.1,Finance,"Marketing Specialist, Content Writer","Cloud Computing, Data Analysis, Project Management, Java",Scrum Master,Creative Director,Marketing,Upskilling,Entrepreneurship,Reading,7,9,Leadership,0,2.0,487,593,50,612,647,1033,1006,2,156,157.0,157.0,156.0,2.0,1006.0,1033.0,612.0,50.0,593.0,487.0,647.0
346,347,24,Male,Marketing Specialist,3.6,Healthcare,Content Writer,"Python, Java, Leadership, Project Management","Scrum Master, AWS Certified",Creative Director,Finance,Role Switch,Entrepreneurship,Hands-on,21,5,"Cloud Computing, Leadership",1,1.0,539,610,178,612,571,961,1006,2,28,55.0,55.0,28.0,2.0,1006.0,961.0,612.0,178.0,610.0,539.0,571.0
347,348,23,Male,Marketing Specialist,19.9,Education,Marketing Specialist,"Java, Project Management, Data Analysis, Leadership",PMP,Creative Director,IT,Promotion,Leadership,Reading,14,3,"Leadership, Data Analysis",1,2.0,539,577,174,612,622,1006,992,1,29,115.0,115.0,29.0,1.0,992.0,1006.0,612.0,174.0,577.0,539.0,622.0
348,349,35,Male,Entrepreneur,1.3,Education,"Data Analyst, Content Writer, Marketing Specialist","Cloud Computing, SEO, Python",,Team Lead,Education,Role Switch,Entrepreneurship,Reading,18,10,"Project Management, Leadership",1,2.0,490,577,11,557,577,961,1006,11,31,,71.79954441913439,31.0,11.0,1006.0,961.0,557.0,11.0,577.0,490.0,577.0
349,350,36,Female,Software Engineer,5.2,IT,Entrepreneur,"SEO, Cloud Computing, Data Analysis, Project Management, Python",,Creative Director,Finance,Role Switch,Entrepreneurship,Collaborative,21,3,"Project Management, Java, Cloud Computing",0,0.0,466,611,193,612,571,961,1006,1,3,,71.79954441913439,3.0,1.0,1006.0,961.0,612.0,193.0,611.0,466.0,571.0
350,351,49,Female,HR Manager,6.3,Education,"Entrepreneur, Software Engineer, Content Writer","Project Management, Leadership",,Project Manager,Healthcare,Role Switch,Entrepreneurship,Hands-on,15,5,Cloud Computing,0,1.0,475,577,7,640,583,961,1006,21,111,,71.79954441913439,111.0,21.0,1006.0,961.0,640.0,7.0,577.0,475.0,583.0
351,352,38,Male,Content Writer,2.8,Marketing,"Data Analyst, Content Writer","Cloud Computing, Data Analysis, SEO",,Data Scientist,Marketing,Role Switch,Leadership,Hands-on,26,8,SEO,1,1.0,487,609,33,615,647,961,992,6,147,,71.79954441913439,147.0,6.0,992.0,961.0,615.0,33.0,609.0,487.0,647.0
352,353,27,Male,Marketing Specialist,10.1,Finance,Data Analyst,"Project Management, Python, Leadership, Data Analysis",AWS Certified,Project Manager,IT,Role Switch,Leadership,Collaborative,8,2,"Java, Project Management, Cloud Computing",1,0.0,539,593,162,640,622,961,992,1,7,155.0,155.0,7.0,1.0,992.0,961.0,640.0,162.0,593.0,539.0,622.0
353,354,33,Female,Entrepreneur,11.7,Healthcare,"Content Writer, HR Manager","Java, Leadership, Python, Project Management, Cloud Computing",AWS Certified,Creative Director,Education,Upskilling,Leadership,Hands-on,11,1,"Data Analysis, Python",0,1.0,490,610,33,612,577,1033,992,1,23,155.0,155.0,23.0,1.0,992.0,1033.0,612.0,33.0,610.0,490.0,577.0
354,355,41,Female,Software Engineer,1.0,Finance,"Marketing Specialist, HR Manager, Entrepreneur","SEO, Cloud Computing, Leadership",,Project Manager,Finance,Role Switch,Entrepreneurship,Hands-on,24,5,Python,0,1.0,466,593,11,640,571,961,1006,2,179,,71.79954441913439,179.0,2.0,1006.0,961.0,640.0,11.0,593.0,466.0,571.0
355,356,33,Male,Software Engineer,8.5,Education,Data Analyst,"Leadership, Project Management, Data Analysis",Scrum Master,Team Lead,Marketing,Role Switch,Leadership,Reading,12,9,Python,1,2.0,466,577,162,557,647,961,992,5,179,157.0,157.0,179.0,5.0,992.0,961.0,557.0,162.0,577.0,466.0,647.0
356,357,49,Male,Software Engineer,3.8,IT,"Marketing Specialist, Software Engineer, Entrepreneur","Project Management, Data Analysis, Leadership, Java","Google Analytics, AWS Certified, PMP",Data Scientist,Marketing,Upskilling,Leadership,Collaborative,5,6,Python,1,0.0,466,611,7,615,647,1033,992,6,179,25.0,25.0,179.0,6.0,992.0,1033.0,615.0,7.0,611.0,466.0,647.0
357,358,54,Female,Entrepreneur,18.4,Education,Software Engineer,"Leadership, Data Analysis",Google Analytics,Data Scientist,Healthcare,Upskilling,Expertise,Reading,21,9,"Leadership, Java, Project Management",0,2.0,490,577,152,615,583,1033,1002,29,4,132.0,132.0,4.0,29.0,1002.0,1033.0,615.0,152.0,577.0,490.0,583.0
358,359,26,Male,HR Manager,3.6,Healthcare,HR Manager,"SEO, Cloud Computing, Python, Leadership, Project Management","Scrum Master, AWS Certified",Data Scientist,Marketing,Role Switch,Leadership,Collaborative,17,2,SEO,1,0.0,475,610,202,615,647,961,992,2,147,55.0,55.0,147.0,2.0,992.0,961.0,615.0,202.0,610.0,475.0,647.0
359,360,38,Female,Content Writer,4.0,IT,HR Manager,"Python, SEO",Scrum Master,Project Manager,Healthcare,Promotion,Expertise,Collaborative,28,4,"SEO, Python",0,0.0,487,611,202,640,583,1006,1002,26,33,157.0,157.0,33.0,26.0,1002.0,1006.0,640.0,202.0,611.0,487.0,583.0
360,361,47,Female,Data Analyst,16.3,IT,"Data Analyst, Entrepreneur","SEO, Data Analysis, Leadership, Project Management",,Business Consultant,Healthcare,Promotion,Entrepreneurship,Collaborative,6,6,"Data Analysis, Cloud Computing, Project Management",0,0.0,543,611,32,576,583,1006,1006,4,8,,71.79954441913439,8.0,4.0,1006.0,1006.0,576.0,32.0,611.0,543.0,583.0
361,362,49,Female,Content Writer,7.3,Marketing,"Marketing Specialist, Entrepreneur, Software Engineer","Python, Data Analysis, SEO, Project Management","Google Analytics, Scrum Master",Project Manager,Education,Role Switch,Leadership,Hands-on,6,9,"Data Analysis, SEO, Leadership",0,1.0,487,609,10,640,577,961,992,1,18,47.0,47.0,18.0,1.0,992.0,961.0,640.0,10.0,609.0,487.0,577.0
362,363,44,Male,Marketing Specialist,19.2,Finance,Marketing Specialist,"SEO, Data Analysis, Leadership, Java","AWS Certified, Scrum Master, PMP",Team Lead,Healthcare,Role Switch,Entrepreneurship,Collaborative,10,8,"Leadership, Python",1,0.0,539,593,174,557,583,961,1006,2,16,20.0,20.0,16.0,2.0,1006.0,961.0,557.0,174.0,593.0,539.0,583.0
363,364,37,Male,Data Analyst,12.4,Finance,"Data Analyst, Software Engineer","Data Analysis, Leadership","Google Analytics, PMP, Scrum Master",Data Scientist,Education,Upskilling,Leadership,Collaborative,27,4,"Python, Cloud Computing",1,0.0,543,593,29,615,577,1033,992,22,18,24.0,24.0,18.0,22.0,992.0,1033.0,615.0,29.0,593.0,543.0,577.0
364,365,31,Male,Software Engineer,13.9,Finance,Marketing Specialist,"Project Management, Leadership, Python, SEO","Scrum Master, Google Analytics, PMP",Team Lead,Education,Upskilling,Entrepreneurship,Collaborative,15,7,Cloud Computing,1,0.0,466,593,174,557,577,1033,1006,3,111,31.0,31.0,111.0,3.0,1006.0,1033.0,557.0,174.0,593.0,466.0,577.0
365,366,22,Male,Marketing Specialist,8.1,Healthcare,Data Analyst,"Cloud Computing, Java",,Project Manager,Marketing,Upskilling,Expertise,Reading,24,1,"Data Analysis, SEO",1,2.0,539,610,162,640,647,1033,1002,14,25,,71.79954441913439,25.0,14.0,1002.0,1033.0,640.0,162.0,610.0,539.0,647.0
366,367,37,Male,Data Analyst,10.8,IT,Marketing Specialist,"SEO, Leadership, Cloud Computing","PMP, Scrum Master, Google Analytics",Project Manager,Marketing,Role Switch,Entrepreneurship,Collaborative,19,5,"Data Analysis, Java",1,0.0,543,611,174,640,647,961,1006,6,32,23.0,23.0,32.0,6.0,1006.0,961.0,640.0,174.0,611.0,543.0,647.0
367,368,22,Male,Content Writer,11.5,Finance,Content Writer,"Cloud Computing, SEO, Project Management",Google Analytics,Business Consultant,Marketing,Upskilling,Entrepreneurship,Reading,20,1,Leadership,1,2.0,487,593,178,576,647,1033,1006,7,156,132.0,132.0,156.0,7.0,1006.0,1033.0,576.0,178.0,593.0,487.0,647.0
368,369,43,Male,Content Writer,18.7,Finance,Data Analyst,"SEO, Cloud Computing",Google Analytics,Project Manager,Healthcare,Promotion,Expertise,Collaborative,29,3,"SEO, Java, Project Management",1,0.0,487,593,162,640,583,1006,1002,13,12,132.0,132.0,12.0,13.0,1002.0,1006.0,640.0,162.0,593.0,487.0,583.0
369,370,50,Female,Content Writer,18.4,IT,"Software Engineer, Entrepreneur","Cloud Computing, Leadership, Data Analysis, Project Management, Java",,Project Manager,IT,Upskilling,Entrepreneurship,Hands-on,13,10,Java,0,1.0,487,611,19,640,622,1033,1006,1,127,,71.79954441913439,127.0,1.0,1006.0,1033.0,640.0,19.0,611.0,487.0,622.0
370,371,46,Male,Software Engineer,10.5,Finance,"HR Manager, Content Writer","Data Analysis, Leadership, SEO, Java, Project Management","Google Analytics, AWS Certified, Scrum Master",Data Scientist,Marketing,Promotion,Entrepreneurship,Hands-on,17,7,"Python, Leadership",1,1.0,466,593,37,615,647,1006,1006,1,17,21.0,21.0,17.0,1.0,1006.0,1006.0,615.0,37.0,593.0,466.0,647.0
371,372,38,Male,HR Manager,14.2,Education,Marketing Specialist,"Project Management, Leadership",PMP,Creative Director,Finance,Promotion,Entrepreneurship,Hands-on,5,4,"Python, Project Management",1,1.0,475,577,174,612,571,1006,1006,21,34,115.0,115.0,34.0,21.0,1006.0,1006.0,612.0,174.0,577.0,475.0,571.0
372,373,24,Male,Marketing Specialist,10.6,Education,"HR Manager, Marketing Specialist, Content Writer","Project Management, Cloud Computing, SEO, Leadership, Data Analysis","Scrum Master, Google Analytics, AWS Certified",Creative Director,Marketing,Role Switch,Leadership,Collaborative,30,6,"Project Management, Java",1,0.0,539,577,8,612,647,961,992,2,26,31.0,31.0,26.0,2.0,992.0,961.0,612.0,8.0,577.0,539.0,647.0
373,374,31,Female,Marketing Specialist,10.6,Finance,Marketing Specialist,"Data Analysis, Python",Scrum Master,Business Consultant,Healthcare,Role Switch,Expertise,Hands-on,15,7,Leadership,0,1.0,539,593,174,576,583,961,1002,31,156,157.0,157.0,156.0,31.0,1002.0,961.0,576.0,174.0,593.0,539.0,583.0
374,375,22,Female,HR Manager,4.1,IT,"Marketing Specialist, Software Engineer","Data Analysis, Leadership, Java","Google Analytics, Scrum Master",Creative Director,Education,Role Switch,Entrepreneurship,Hands-on,29,7,"Python, SEO, Leadership",0,1.0,475,611,37,612,577,961,1006,4,5,47.0,47.0,5.0,4.0,1006.0,961.0,612.0,37.0,611.0,475.0,577.0
375,376,40,Female,Content Writer,4.4,Education,"Content Writer, Software Engineer, HR Manager","SEO, Python, Cloud Computing, Project Management",,Data Scientist,Marketing,Promotion,Entrepreneurship,Reading,12,2,"Java, Project Management",0,2.0,487,577,7,615,647,1006,1006,1,27,,71.79954441913439,27.0,1.0,1006.0,1006.0,615.0,7.0,577.0,487.0,647.0
376,377,55,Male,Software Engineer,8.5,Education,"Data Analyst, Marketing Specialist","SEO, Leadership, Java, Data Analysis","Google Analytics, AWS Certified",Data Scientist,IT,Promotion,Leadership,Hands-on,11,6,"Leadership, Java",1,1.0,466,577,34,615,622,1006,992,3,27,59.0,59.0,27.0,3.0,992.0,1006.0,615.0,34.0,577.0,466.0,622.0
377,378,52,Male,Entrepreneur,12.2,Education,"Entrepreneur, HR Manager, Marketing Specialist","Leadership, SEO, Python",,Data Scientist,Finance,Upskilling,Entrepreneurship,Hands-on,11,2,Data Analysis,1,1.0,490,577,6,615,571,1033,1006,10,148,,71.79954441913439,148.0,10.0,1006.0,1033.0,615.0,6.0,577.0,490.0,571.0
378,379,46,Male,Software Engineer,2.3,Marketing,Marketing Specialist,"Project Management, Cloud Computing, Java, Leadership","AWS Certified, Google Analytics, PMP",Data Scientist,Education,Role Switch,Expertise,Hands-on,26,2,"Python, SEO, Data Analysis",1,1.0,466,609,174,615,577,961,1002,2,7,28.0,28.0,7.0,2.0,1002.0,961.0,615.0,174.0,609.0,466.0,577.0
379,380,33,Female,Software Engineer,13.1,IT,"Data Analyst, Software Engineer","Leadership, Cloud Computing",Scrum Master,Creative Director,Education,Upskilling,Leadership,Collaborative,7,8,"Java, Cloud Computing",0,0.0,466,611,29,612,577,1033,992,18,33,157.0,157.0,33.0,18.0,992.0,1033.0,612.0,29.0,611.0,466.0,577.0
380,381,23,Male,Data Analyst,14.2,Finance,Content Writer,"Leadership, Cloud Computing",,Data Scientist,Healthcare,Promotion,Expertise,Hands-on,16,5,"Python, Data Analysis",1,1.0,543,593,178,615,583,1006,1002,18,26,,71.79954441913439,26.0,18.0,1002.0,1006.0,615.0,178.0,593.0,543.0,583.0
381,382,37,Female,Software Engineer,7.9,Healthcare,Marketing Specialist,"Project Management, Data Analysis, Java",,Data Scientist,Healthcare,Promotion,Leadership,Hands-on,25,8,"Cloud Computing, Python",0,1.0,466,610,174,615,583,1006,992,2,17,,71.79954441913439,17.0,2.0,992.0,1006.0,615.0,174.0,610.0,466.0,583.0
382,383,37,Female,Marketing Specialist,6.9,Marketing,"Content Writer, Data Analyst, Marketing Specialist","Leadership, Java, SEO, Project Management",AWS Certified,Team Lead,Marketing,Upskilling,Leadership,Collaborative,30,10,"Project Management, Java, Leadership",0,0.0,539,609,13,557,647,1033,992,3,5,155.0,155.0,5.0,3.0,992.0,1033.0,557.0,13.0,609.0,539.0,647.0
383,384,38,Male,Marketing Specialist,19.2,Education,"Content Writer, Marketing Specialist","SEO, Leadership",Scrum Master,Project Manager,Healthcare,Upskilling,Leadership,Hands-on,17,3,Data Analysis,1,1.0,539,577,34,640,583,1033,992,21,148,157.0,157.0,148.0,21.0,992.0,1033.0,640.0,34.0,577.0,539.0,583.0
384,385,48,Female,Marketing Specialist,11.4,Healthcare,"HR Manager, Marketing Specialist","Project Management, SEO, Cloud Computing",,Project Manager,Education,Promotion,Entrepreneurship,Collaborative,15,1,"SEO, Python, Project Management",0,0.0,539,610,21,640,577,1006,1006,4,4,,71.79954441913439,4.0,4.0,1006.0,1006.0,640.0,21.0,610.0,539.0,577.0
385,386,32,Female,Software Engineer,1.4,Finance,"Data Analyst, Content Writer","Data Analysis, Cloud Computing, Leadership, Python",,Business Consultant,Finance,Promotion,Leadership,Collaborative,30,1,"Project Management, Python, Leadership",0,0.0,466,593,33,576,571,1006,992,1,4,,71.79954441913439,4.0,1.0,992.0,1006.0,576.0,33.0,593.0,466.0,571.0
386,387,33,Male,Data Analyst,6.5,Healthcare,"Data Analyst, Entrepreneur, Software Engineer","Java, Project Management, Leadership, Cloud Computing, SEO","Scrum Master, AWS Certified",Data Scientist,Marketing,Promotion,Expertise,Collaborative,18,8,"Leadership, Data Analysis, SEO",1,0.0,543,610,5,615,647,1006,1002,2,7,55.0,55.0,7.0,2.0,1002.0,1006.0,615.0,5.0,610.0,543.0,647.0
387,388,30,Female,HR Manager,9.8,Healthcare,Marketing Specialist,"Java, Python",,Creative Director,IT,Promotion,Entrepreneurship,Collaborative,6,6,Data Analysis,0,0.0,475,610,174,612,622,1006,1006,14,148,,71.79954441913439,148.0,14.0,1006.0,1006.0,612.0,174.0,610.0,475.0,622.0
388,389,39,Male,Content Writer,12.8,Finance,"Software Engineer, Content Writer","SEO, Java",,Business Consultant,Marketing,Upskilling,Leadership,Hands-on,22,6,Cloud Computing,1,1.0,487,593,38,576,647,1033,992,12,111,,71.79954441913439,111.0,12.0,992.0,1033.0,576.0,38.0,593.0,487.0,647.0
389,390,28,Female,Data Analyst,16.8,Education,Entrepreneur,"Project Management, Python, Leadership, SEO",,Team Lead,Marketing,Upskilling,Expertise,Reading,14,10,Java,0,2.0,543,577,193,557,647,1033,1002,2,127,,71.79954441913439,127.0,2.0,1002.0,1033.0,557.0,193.0,577.0,543.0,647.0
390,391,50,Female,HR Manager,12.9,IT,Data Analyst,"Java, Data Analysis, Project Management, Python, SEO",,Team Lead,Finance,Promotion,Leadership,Hands-on,10,7,SEO,0,1.0,475,611,162,557,571,1006,992,4,147,,71.79954441913439,147.0,4.0,992.0,1006.0,557.0,162.0,611.0,475.0,571.0
391,392,31,Female,Content Writer,8.7,IT,"HR Manager, Software Engineer","SEO, Project Management, Leadership","AWS Certified, PMP",Project Manager,Marketing,Role Switch,Entrepreneurship,Hands-on,22,8,"SEO, Leadership, Data Analysis",0,1.0,487,611,30,640,647,961,1006,5,2,61.0,61.0,2.0,5.0,1006.0,961.0,640.0,30.0,611.0,487.0,647.0
392,393,52,Male,Marketing Specialist,18.7,Finance,"Data Analyst, HR Manager, Entrepreneur","Java, Project Management, SEO",,Project Manager,Education,Role Switch,Expertise,Hands-on,9,8,"Cloud Computing, Data Analysis, Java",1,1.0,539,593,9,640,577,961,1002,4,3,,71.79954441913439,3.0,4.0,1002.0,961.0,640.0,9.0,593.0,539.0,577.0
393,394,43,Male,Software Engineer,8.3,Finance,Content Writer,"Project Management, SEO",Google Analytics,Team Lead,Education,Upskilling,Leadership,Hands-on,24,5,"Leadership, Data Analysis",1,1.0,466,593,178,557,577,1033,992,8,29,132.0,132.0,29.0,8.0,992.0,1033.0,557.0,178.0,593.0,466.0,577.0
394,395,47,Female,Data Analyst,8.7,Education,Marketing Specialist,"Leadership, Java, SEO",,Project Manager,IT,Promotion,Expertise,Reading,27,2,"Java, Python, Data Analysis",0,2.0,543,577,174,640,622,1006,1002,5,4,,71.79954441913439,4.0,5.0,1002.0,1006.0,640.0,174.0,577.0,543.0,622.0
395,396,47,Female,Entrepreneur,16.8,Healthcare,"Data Analyst, Content Writer, Entrepreneur","Java, Leadership, Cloud Computing, Project Management, Data Analysis",,Team Lead,Marketing,Role Switch,Expertise,Hands-on,10,4,SEO,0,1.0,490,610,7,557,647,961,1002,5,147,,71.79954441913439,147.0,5.0,1002.0,961.0,557.0,7.0,610.0,490.0,647.0
396,397,49,Male,Content Writer,18.4,Education,"Entrepreneur, Software Engineer, Marketing Specialist","SEO, Cloud Computing, Python, Leadership, Java",,Data Scientist,Finance,Upskilling,Entrepreneurship,Collaborative,8,10,"Java, Leadership, SEO",1,0.0,487,577,5,615,571,1033,1006,1,2,,71.79954441913439,2.0,1.0,1006.0,1033.0,615.0,5.0,577.0,487.0,571.0
397,398,48,Female,Software Engineer,8.6,Healthcare,"HR Manager, Content Writer","Leadership, Data Analysis, Python, Cloud Computing","AWS Certified, Scrum Master, PMP",Team Lead,Healthcare,Upskilling,Entrepreneurship,Hands-on,29,9,Data Analysis,0,1.0,466,610,37,557,583,1033,1006,5,148,20.0,20.0,148.0,5.0,1006.0,1033.0,557.0,37.0,610.0,466.0,583.0
398,399,32,Female,Entrepreneur,15.7,Finance,Content Writer,"Java, Project Management, Data Analysis",,Project Manager,IT,Upskilling,Leadership,Hands-on,5,1,"Data Analysis, Cloud Computing, SEO",0,1.0,490,593,178,640,622,1033,992,2,7,,71.79954441913439,7.0,2.0,992.0,1033.0,640.0,178.0,593.0,490.0,622.0
399,400,27,Male,Content Writer,19.5,Finance,"Content Writer, HR Manager","Project Management, Data Analysis, Java, Leadership","AWS Certified, Scrum Master",Business Consultant,Marketing,Role Switch,Expertise,Hands-on,18,2,"SEO, Project Management, Java",1,1.0,487,593,33,576,647,961,1002,1,4,39.0,39.0,4.0,1.0,1002.0,961.0,576.0,33.0,593.0,487.0,647.0
400,401,30,Female,Data Analyst,11.7,Education,"Entrepreneur, HR Manager","Project Management, SEO, Python, Data Analysis, Java","Google Analytics, AWS Certified, PMP",Project Manager,Education,Promotion,Leadership,Collaborative,29,7,"Leadership, SEO, Java",0,0.0,543,577,29,640,577,1006,992,2,4,25.0,25.0,4.0,2.0,992.0,1006.0,640.0,29.0,577.0,543.0,577.0
401,402,24,Female,Data Analyst,18.8,Healthcare,"Marketing Specialist, Data Analyst, Entrepreneur","SEO, Python, Cloud Computing",,Project Manager,Healthcare,Promotion,Leadership,Hands-on,27,2,"Data Analysis, Project Management",0,1.0,543,610,8,640,583,1006,992,5,29,,71.79954441913439,29.0,5.0,992.0,1006.0,640.0,8.0,610.0,543.0,583.0
402,403,46,Female,Content Writer,3.0,Marketing,Entrepreneur,"Java, Leadership","AWS Certified, PMP",Project Manager,Marketing,Role Switch,Expertise,Reading,29,10,"SEO, Leadership, Project Management",0,2.0,487,609,193,640,647,961,1002,13,10,61.0,61.0,10.0,13.0,1002.0,961.0,640.0,193.0,609.0,487.0,647.0
403,404,54,Female,Entrepreneur,13.0,Healthcare,Marketing Specialist,"Leadership, Data Analysis, Project Management, Cloud Computing","Scrum Master, AWS Certified, Google Analytics",Business Consultant,IT,Promotion,Leadership,Reading,8,10,Data Analysis,0,2.0,490,610,174,576,622,1006,992,2,148,31.0,31.0,148.0,2.0,992.0,1006.0,576.0,174.0,610.0,490.0,622.0
404,405,38,Female,Marketing Specialist,18.7,Finance,"Data Analyst, HR Manager, Entrepreneur","Python, Cloud Computing, Project Management",AWS Certified,Team Lead,Education,Role Switch,Expertise,Hands-on,12,1,SEO,0,1.0,539,593,9,557,577,961,1002,5,147,155.0,155.0,147.0,5.0,1002.0,961.0,557.0,9.0,593.0,539.0,577.0
405,406,55,Female,Entrepreneur,6.2,Marketing,Software Engineer,"Java, Data Analysis, Cloud Computing, SEO, Leadership","Scrum Master, AWS Certified, PMP",Data Scientist,Marketing,Promotion,Entrepreneurship,Collaborative,16,9,"Project Management, Leadership",0,0.0,490,609,152,615,647,1006,1006,1,31,29.0,29.0,31.0,1.0,1006.0,1006.0,615.0,152.0,609.0,490.0,647.0
406,407,47,Female,Marketing Specialist,4.7,Healthcare,Entrepreneur,"Cloud Computing, Leadership","AWS Certified, Scrum Master, PMP",Data Scientist,Healthcare,Promotion,Expertise,Hands-on,21,3,"Data Analysis, Cloud Computing, Python",0,1.0,539,610,193,615,583,1006,1002,20,9,20.0,20.0,9.0,20.0,1002.0,1006.0,615.0,193.0,610.0,539.0,583.0
407,408,52,Female,Content Writer,14.0,IT,"Content Writer, Data Analyst","Leadership, Cloud Computing, Project Management, SEO, Data Analysis",Scrum Master,Creative Director,Education,Role Switch,Entrepreneurship,Collaborative,22,6,SEO,0,0.0,487,611,50,612,577,961,1006,2,147,157.0,157.0,147.0,2.0,1006.0,961.0,612.0,50.0,611.0,487.0,577.0
408,409,41,Female,HR Manager,1.1,Healthcare,Marketing Specialist,"Leadership, Java, Cloud Computing, Python",,Business Consultant,Marketing,Role Switch,Entrepreneurship,Collaborative,20,8,Python,0,0.0,475,610,174,576,647,961,1006,2,179,,71.79954441913439,179.0,2.0,1006.0,961.0,576.0,174.0,610.0,475.0,647.0
409,410,35,Female,HR Manager,4.9,Education,Software Engineer,"Python, Cloud Computing, Data Analysis",Scrum Master,Business Consultant,Education,Promotion,Entrepreneurship,Collaborative,28,7,"SEO, Project Management",0,0.0,475,577,152,576,577,1006,1006,1,22,157.0,157.0,22.0,1.0,1006.0,1006.0,576.0,152.0,577.0,475.0,577.0
410,411,42,Female,HR Manager,8.7,Finance,"Content Writer, Software Engineer","Python, Leadership, Project Management",,Project Manager,IT,Upskilling,Leadership,Hands-on,8,5,"Java, SEO",0,1.0,475,593,33,640,622,1033,992,4,23,,71.79954441913439,23.0,4.0,992.0,1033.0,640.0,33.0,593.0,475.0,622.0
411,412,55,Male,Software Engineer,15.8,Finance,HR Manager,"SEO, Python, Cloud Computing, Leadership, Java",Google Analytics,Data Scientist,IT,Promotion,Leadership,Hands-on,19,9,"Data Analysis, Project Management",1,1.0,466,593,202,615,622,1006,992,3,29,132.0,132.0,29.0,3.0,992.0,1006.0,615.0,202.0,593.0,466.0,622.0
412,413,34,Male,HR Manager,6.7,Marketing,"Software Engineer, HR Manager","Data Analysis, Cloud Computing, Project Management, Java, Leadership",,Creative Director,Education,Role Switch,Entrepreneurship,Reading,24,3,SEO,1,2.0,475,609,19,612,577,961,1006,2,147,,71.79954441913439,147.0,2.0,1006.0,961.0,612.0,19.0,609.0,475.0,577.0
413,414,25,Male,Content Writer,14.8,IT,"Marketing Specialist, Software Engineer","Data Analysis, Python, SEO","PMP, AWS Certified",Business Consultant,IT,Promotion,Entrepreneurship,Reading,9,9,"Data Analysis, SEO",1,2.0,487,611,37,576,622,1006,1006,3,25,46.0,46.0,25.0,3.0,1006.0,1006.0,576.0,37.0,611.0,487.0,622.0
414,415,34,Male,HR Manager,6.3,Finance,"Entrepreneur, Marketing Specialist","Data Analysis, Java, Project Management, SEO",,Business Consultant,Finance,Role Switch,Entrepreneurship,Reading,7,5,Leadership,1,2.0,475,593,28,576,571,961,1006,2,156,,71.79954441913439,156.0,2.0,1006.0,961.0,576.0,28.0,593.0,475.0,571.0
